Timestamp start: 1747240727572
Random waveform, random seed
Total number of intervals = 96 (51104, 133091, 100266, 32201, 69301, 64123, 21861, 65969, 71467, 75267, 53114, 151427, 92106, 80880, 73305, 152311, 83186, 147527, 174354, 59992, 61781, 30791, 174813, 88323, 27359, 61237, 163264, 57104, 5751, 33952, 102595, 152727, 65725, 157621, 74653, 62139, 98339, 14452, 144608, 117113, 25909, 19033, 137785, 78265, 48857, 169284, 90630, 130371, 70032, 109247, 115872, 171480, 65138, 107757, 103154, 93981, 100377, 141791, 29778, 125057, 8450, 75203, 26043, 178947, 83741, 28668, 23153, 85816, 70171, 159987, 102473, 19366, 137427, 11075, 92203, 150273, 124723, 174843, 65220, 77330, 75505, 33435, 165552, 11307, 137853, 160911, 69864, 79918, 175699, 104120, 46916, 101672, 35993, 91275, 123080, 28662)
Average QPS expected = 88727
Timestamp start: 1747240729078
Timestamp end: 1747241689306

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      230.0   100.7    59.1   111.2   122.4   223.3   273.6   295.4   309.9   325.8   345.6   376.5   442.5   615.2  2697.0  57132.6    57104
read      187.0    72.4    63.8   104.9   117.5   188.2   206.9   215.7   222.2   229.8   238.7   253.7   293.8   587.5  2240.0   5771.6     5751
read      225.4   101.4    59.1   113.3   126.5   229.1   261.5   276.0   286.8   297.8   313.8   337.9   393.5   634.9  3812.1  33905.4    33952
read      219.5   112.9    59.1   108.2   118.4   193.6   248.6   280.1   301.2   324.1   352.7   393.4   474.9   813.3  3345.9 102800.1   102595
read      240.6   120.2    63.8   119.7   134.2   218.9   265.7   293.2   313.5   338.0   369.9   421.0   547.9  1166.0  3148.8 152877.4   152727
read      224.7   105.9    54.7   107.6   117.8   210.8   267.4   292.0   307.9   325.1   346.6   379.8   450.1   711.0  3064.1  65721.9    65725
read      255.4   132.6    59.1   123.4   139.3   230.0   280.0   310.2   332.9   360.8   397.8   460.6   616.4  1359.6  2963.5 157401.4   157621
read      223.7   112.2    59.1   107.4   117.4   203.5   264.2   291.8   309.6   329.2   353.2   388.7   461.9   644.4  3203.2  74605.7    74653
read      226.8   108.0    59.1   108.7   119.0   215.5   270.5   294.4   309.9   326.8   347.4   380.3   449.0   631.6  3282.5  62106.7    62139
read      218.9   108.8    59.1   106.8   116.7   193.2   250.0   281.5   302.3   324.7   352.5   392.8   473.7   799.1  2784.1  98349.3    98339
read      208.6    79.4    63.8   115.0   132.2   211.9   232.0   242.8   250.4   259.4   270.7   289.2   330.3   544.8  3019.3  14555.7    14452
read      232.7   132.2    59.1   117.1   130.6   209.4   254.8   282.5   302.5   326.1   356.9   402.1   520.7  1543.6  4051.0 144731.0   144608
read      219.2   109.1    59.1   109.8   120.3   193.8   243.9   274.2   295.6   319.2   348.7   392.6   486.1  1051.9  2701.6 117164.5   117113
read      223.8    87.4    63.8   116.7   131.2   229.1   255.7   268.8   277.5   288.9   302.2   321.9   373.2   547.4  2241.6  25811.8    25909
read      214.0   100.1    63.8   115.8   131.8   218.5   240.6   252.0   260.5   269.8   282.1   300.2   344.8   542.7  3807.9  18993.6    19033
read      225.0   112.7    59.1   114.4   127.3   202.4   248.1   275.7   296.0   319.2   348.9   393.5   487.6  1114.7  3277.0 137679.9   137785
read      223.2   112.2    63.8   107.4   117.5   201.4   262.2   290.5   308.7   328.7   353.3   389.5   465.4   814.1  3194.2  78425.9    78265
read      228.6    99.3    59.1   110.7   121.9   227.7   271.6   290.9   304.0   318.0   337.4   366.4   430.7   627.7  3005.6  48977.1    48857
read      288.7   147.8    63.8   134.7   153.6   262.3   318.9   354.6   381.9   415.0   458.4   524.2   660.6  1052.6  4182.8 169096.2   169284
read      221.9   124.9    59.1   107.2   117.1   196.6   255.8   286.0   305.5   326.7   353.0   391.9   477.3  1188.5  4002.7  90599.8    90630
read      220.4    99.6    59.1   112.9   124.7   198.3   245.6   274.4   295.0   317.8   345.7   387.1   467.3   746.7  1930.6 130197.9   130371
read      224.6   102.8    59.1   108.9   118.9   212.1   268.5   292.3   307.8   324.4   345.2   376.6   443.6   576.1  2546.7  70208.0    70032
read      216.6   102.5    59.1   108.6   118.7   193.7   246.4   276.5   296.6   318.0   344.3   382.6   460.0   624.5  2522.4 109026.2   109247
read      218.1   105.4    59.1   110.4   120.8   194.5   245.2   275.2   295.9   318.5   345.6   385.7   466.2   753.6  2671.5 115881.9   115872
read      299.6   140.0    63.8   142.9   163.5   275.6   332.6   367.3   393.7   426.1   467.8   533.7   664.5   852.7  3471.6 171659.7   171480
read      226.1   103.5    59.1   108.3   118.5   211.6   267.9   293.3   310.0   328.6   351.3   386.1   460.8   733.6  2815.5  65184.2    65138
read      225.7   115.7    59.1   111.3   122.4   199.8   252.6   283.7   305.5   330.4   362.0   406.1   502.7   922.2  3013.1 107893.3   107757
read      224.0   107.3    63.8   110.4   121.0   198.4   252.8   284.3   306.1   330.6   360.7   402.2   492.2   910.6  2126.3 103210.5   103154
read      223.8   112.4    63.8   109.1   119.1   198.2   255.8   287.5   308.8   332.6   361.9   401.7   486.4   750.7  3292.0  93985.3    93981
read      223.7   116.3    54.7   109.4   119.6   197.8   253.5   285.3   306.8   331.0   361.1   402.4   492.2   869.0  2316.1 100421.1   100377
read      248.6   125.9    59.1   121.1   135.9   224.4   274.1   303.9   325.3   351.6   386.5   441.3   589.8  1321.5  3129.2 141635.2   141791
read      232.5    84.3    63.8   119.1   133.1   237.6   268.0   282.9   292.9   305.1   319.1   343.1   397.5   575.2  2630.0  29872.5    29778
read      231.3   114.9    63.8   114.7   127.6   207.4   256.6   286.4   307.7   332.4   363.9   409.1   510.7  1285.9  2832.0 125168.5   125057
read      201.6    72.2    63.8   113.6   130.5   204.2   222.5   231.5   237.8   246.5   255.6   272.6   315.3   593.4  3119.0   8417.9     8450
read      230.0   114.2    59.1   110.0   120.1   208.6   269.8   298.8   317.6   339.6   366.6   403.3   486.1   751.0  3695.7  75193.2    75203
read      227.8    80.9    63.8   116.7   131.1   233.0   261.4   274.8   285.2   295.8   311.2   333.9   385.7   585.5  2249.9  26144.7    26043
read      333.2   160.7    59.1   155.8   180.8   301.1   360.5   402.1   438.1   482.7   536.8   612.1   743.2  1094.8  4057.4 178780.3   178947
read      220.6   111.2    59.1   107.3   117.4   200.9   256.7   283.8   301.4   320.2   344.7   382.2   464.3   804.3  3457.4  83804.7    83741
read      226.0    81.3    63.8   117.2   131.2   232.0   259.6   272.6   282.4   292.9   307.4   328.6   381.0   548.0  2022.5  28664.8    28668
read      226.7    78.6    63.8   117.0   132.0   230.7   257.6   271.1   281.0   292.4   307.6   330.9   386.2   577.3  2413.2  23226.6    23153
read      221.2   111.2    59.1   107.0   117.0   198.2   256.6   286.0   305.2   326.0   352.5   391.9   474.1   717.5  3194.5  85825.7    85816
read      224.1   107.5    59.1   107.5   117.5   208.2   265.2   290.7   307.4   325.7   348.6   384.7   462.0   704.0  2971.1  70269.3    70171
read      246.5   117.5    59.1   124.2   139.8   227.1   272.2   298.5   318.2   342.1   372.9   423.6   542.6  1100.2  3213.9 159866.1   159987
read      218.3   110.6    59.1   108.0   118.2   194.6   247.9   278.2   298.4   320.1   347.0   387.9   475.8   775.1  2575.8 102369.6   102473
read      216.1    92.8    68.9   115.1   131.2   218.9   242.2   254.2   263.4   272.9   286.7   307.4   358.1   718.5  4179.7  19348.6    19366
read      247.0   194.5    63.8   116.2   129.8   214.3   262.9   291.0   311.6   336.3   368.9   424.5   782.1  2894.8  5435.0 137442.4   137427
read      204.1    77.6    68.9   111.7   129.2   206.1   225.9   235.3   243.5   252.0   264.2   282.3   328.3   666.4  2551.6  11074.7    11075
read      219.5   100.4    63.8   106.5   116.5   195.4   252.3   283.1   303.5   326.0   353.6   394.2   481.9   728.2  1793.8  92258.8    92203
read      240.4   166.4    63.8   120.2   134.8   219.3   265.5   292.5   312.3   335.9   366.5   415.1   533.8  1344.3  3252.1 150378.2   150273
read      227.4   130.6    59.1   111.4   123.0   199.8   248.9   278.5   299.6   323.8   355.7   402.5   572.1  1469.5  3461.2 124630.4   124723
read      284.5   152.7    63.8   134.6   153.6   261.0   314.1   345.2   369.5   398.9   438.1   503.4   652.7  1393.2  5334.8 174967.0   174843
read      223.2    98.9    59.1   107.0   117.0   211.7   266.2   289.9   305.5   322.0   343.8   376.6   449.0   589.2  2317.8  65268.6    65220
read      226.9   124.9    59.1   108.4   118.6   205.6   264.6   292.0   310.0   330.1   355.3   393.4   485.1  1247.1  3519.4  77487.0    77330
read      223.7   106.0    59.1   107.8   117.7   203.6   262.9   290.2   308.0   327.6   352.3   389.5   469.6   788.8  2470.7  75521.2    75505
read      227.1    92.0    59.1   114.4   127.9   231.5   262.3   276.4   287.2   298.2   314.3   339.1   398.4   663.5  3063.6  33449.2    33435
read      265.1   118.4    63.8   129.3   146.0   243.5   295.0   325.3   347.7   375.0   411.7   469.7   594.7   788.4  1871.0 165345.3   165552
read      202.4    86.8    68.9   113.7   131.7   204.2   223.7   233.1   240.3   248.8   259.3   274.9   315.8   540.3  3215.0  11287.5    11307
read      221.8   106.7    59.1   113.9   126.4   201.6   247.3   274.8   294.8   317.1   344.4   385.1   466.2   630.5  2023.3 137680.7   137853
read      252.1   110.8    59.1   126.3   142.1   232.9   280.7   308.5   328.7   353.1   385.1   434.9   550.2   750.8  2416.2 161019.2   160911
read      219.9    92.5    54.7   107.6   117.8   210.7   263.2   284.9   298.7   314.1   333.4   362.5   422.6   542.1  1755.0  69750.3    69864
read      217.1    99.0    59.1   106.4   116.3   201.9   257.5   281.9   297.2   313.9   334.5   365.1   428.6   568.5  2376.0  79981.2    79918
read      301.8   138.2    63.8   139.8   160.0   277.6   337.4   374.0   402.1   436.2   480.1   544.0   671.2   845.6  1995.7 175627.5   175699
read      215.9   108.1    59.1   108.8   119.0   195.1   247.4   276.2   294.9   314.7   338.5   372.5   441.5   585.7  3087.4 104048.1   104120
read      224.7    87.9    54.7   112.5   124.7   228.4   265.1   281.2   291.9   304.4   318.8   343.2   398.8   513.0  2270.4  46795.6    46916
read      215.1   102.5    59.1   107.6   117.7   194.2   247.5   276.2   294.8   314.4   338.2   371.9   441.7   593.9  2894.6 101837.3   101672
read      223.7    89.7    59.1   114.5   128.3   229.0   259.6   273.2   283.4   294.1   308.8   330.3   380.1   539.2  2541.3  35934.4    35993
read      215.6    92.2    59.1   107.1   117.1   197.0   252.0   279.3   296.5   314.7   337.3   370.4   435.4   549.0  1570.8  91234.0    91275
read      216.1   100.3    59.1   110.5   121.3   194.9   242.5   271.5   291.7   313.5   339.6   376.5   454.3   604.4  2549.5 122974.4   123080
read      219.7    83.8    59.1   114.8   129.3   224.9   251.3   264.4   272.8   283.8   295.9   317.0   364.7   551.4  2481.6  28659.5    28662

Total QPS = 88728.3 (85179160 / 960.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 21039253014 bytes :   20.9 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.86%,32.66%,100.00%
Timestamp end: 1747241690992
